job_id,title,company_name,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,label,source,source_url,is_indian_market
india_scam_17,Urgent Hiring - Data Scientist,Novotree Minds Consulting,Mumbai (All Areas),Recruitment,"₹ 18,00,000 - 32,50,000 P.A.",Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Data Scientist in Mumbai (All Areas). Selected applicants can start immediately after a short WhatsApp screening. Compensation is ₹ 18,00,000 - 32,50,000 P.A.. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. python, git",,0,0,0,Full-time,7 - 12 years,bachelor master,Data Science and Analytics,Data Scientist,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_18,Urgent Hiring - Tech Support Executive,Confidential Placement Partner,Kolkata,Voice,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Tech Support Executive across Kolkata. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Outbound, Night shift, Recruitment, Email, Technical Support Executive, Troubleshooting, Business Executive, Technical support, Comp, International BPO",,0,0,0,Full-time,1 - 2 yrs,Any Graduate,"IT-Software, Software Services","ITES , BPO , KPO , LPO , Customer Service , Operations",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_19,"Urgent Hiring - Urgent Opening for Chartered Accountant ( Audit) with CA Firm, Delhi",Confidential Placement Partner,"Delhi NCR (Prashant Vihar), Delhi",Accounts,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Immediate openings for Urgent Opening for Chartered Accountant ( Audit) with CA Firm, Delhi. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Delhi NCR (Prashant Vihar), Delhi and the expected package is Not Disclosed by Recruiter.","WhatsApp and Telegram communication only; no official company email required. accounting, auditing, chartered accountant, ca, charted accountant, internal audit, statutory audit, audit manager, Audit Executive",,0,0,0,Full-time,2 - 7 yrs,Any Graduate,"Accounting, Finance","Accounts , Finance , Tax , Company Secretary , Audit",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_20,Urgent Hiring - PPC Specialist,Confidential Placement Partner,Pune (Wanawari),Online/Digital Marketing,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for PPC Specialist in Pune (Wanawari). No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. PPC, Pay Per Click, Google AdWords, Affiliate Marketing, MSN, Yahoo, Campaigns, Client Interaction, search engine marketing",,0,0,0,Full-time,2 - 4 yrs,Any Graduate,"Media, Entertainment, Internet","Marketing , Advertising , MR , PR , Media Planning",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_21,Urgent Hiring - Manager Quality,Confidential Placement Partner,Bengaluru,Production/Manufacturing/Maintenance,"5,00,000 - 10,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Manager Quality in Bengaluru. Selected applicants can start immediately after a short WhatsApp screening. Compensation is 5,00,000 - 10,00,000 PA.. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. green belt, project management, quality management, quality control, lean six sigma, dmaic, quality improvement, lean manufacturing, statistical process control",,0,0,0,Full-time,12 - 22 yrs,Any Graduate,"Automobile, Auto Anciliary, Auto Components","Production , Manufacturing , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_22,Urgent Hiring - Learning & Development Coordinator,Confidential Placement Partner,Bengaluru,HR/ Recruitment / IR,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Learning & Development Coordinator across Bengaluru. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. System, Design, Worked, on, Instructional, media",,0,0,0,Full-time,3 - 6 yrs,Any Graduate,"Strategy, Management Consulting Firms","HR , Recruitment , Administration , IR",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_23,Urgent Hiring - Immediate Opening Asp.net MVC Developers For Mumbai (worli),Confidential Placement Partner,Mumbai,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Immediate Opening Asp.net MVC Developers For Mumbai (worli). Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Mumbai and the expected package is Not Disclosed by Recruiter.,"WhatsApp and Telegram communication only; no official company email required. Asp.Net MVC, entity framework, API",,0,0,0,Full-time,3 - 5 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_24,Urgent Hiring - COPYWRITER,Confidential Placement Partner,Mumbai,Creative,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for COPYWRITER in Mumbai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. Printing, Social media",,0,0,0,Full-time,1 - 3 yrs,Any Graduate,"Recruitment, Staffing","Marketing , Advertising , MR , PR , Media Planning",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_25,Urgent Hiring - Hiring For FLS Engineer-in Plant Logistics in Leading German Company.,Confidential Placement Partner,Chennai,Logistics,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Hiring For FLS Engineer-in Plant Logistics in Leading German Company. in Chennai. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. Production Planning",,0,0,0,Full-time,3 - 8 yrs,Any Graduate,"Automobile, Auto Anciliary, Auto Components",Purchase / Logistics / Supply Chain,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_26,Urgent Hiring - SM - HYDERABAD,Confidential Placement Partner,Hyderabad,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for SM - HYDERABAD across Hyderabad. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. development, it, SALES, software, applications",,0,0,0,Full-time,2 - 5 yrs,Any Graduate,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_27,Urgent Hiring - Project Trainee - Electrical Engineer,Confidential Placement Partner,Chennai,Other,Openings: 1,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Project Trainee - Electrical Engineer. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Chennai and the expected package is Openings: 1.,"WhatsApp and Telegram communication only; no official company email required. Communication Skills, FEA, Power System, Electronics Engineering, MS Office Tools, Problem Solving, ANSYS, COMSOL, Electricals, Electrical Engineering",,0,0,0,Full-time,0 - 1 Years,Any Graduate,BPO / Call Centre / ITES,"ITES , BPO , KPO , LPO , Customer Service , Operations",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_28,Urgent Hiring - Sr. AR/AR Analyst with medical billing AR,Confidential Placement Partner,Chandigarh,Voice,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Sr. AR/AR Analyst with medical billing AR in Chandigarh. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. Help Desk, Customer Service, data analysis, customer relationship, access controls",,0,0,0,Full-time,2 - 7 yrs,Any Graduate,"Medical, Healthcare, Hospitals","ITES , BPO , KPO , LPO , Customer Service , Operations",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_29,Urgent Hiring - Reporting and Data Analyst - Product,BUZZBOARD INC,Hyderabad,Recruitment,6-12 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Reporting and Data Analyst - Product in Hyderabad. Selected applicants can start immediately after a short WhatsApp screening. Compensation is 6-12 LPA. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. python, excel, vba",,0,0,0,Full-time,1 - 3 years,bachelor master,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_30,"Urgent Hiring - State Head-crop Insurance(kolkata,assam,rajasthan)",Confidential Placement Partner,"Kolkata, Bikaner, Dibrugarh, Guwahati, Jaipur, Jaisalmer, Jodhpur, Udaipur",General Insurance,"6,00,000 - 8,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for State Head-crop Insurance(kolkata,assam,rajasthan) across Kolkata, Bikaner, Dibrugarh, Guwahati, Jaipur, Jaisalmer, Jodhpur, Udaipur. The company guarantees fast joining, flexible work from home, and salary up to 6,00,000 - 8,00,000 PA.. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. insurance broking, operations, process streamlining, service delivery, business process",,0,0,0,Full-time,5 - 10 yrs,Any Graduate,Insurance,"Financial Services , Banking , Investments , Insurance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_31,Urgent Hiring - Art Director,Confidential Placement Partner,Hyderabad,Recruitment,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Immediate openings for Art Director. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Hyderabad and the expected package is Not Disclosed by Recruiter.,WhatsApp and Telegram communication only; no official company email required. Art Director,,0,0,0,Full-time,10 - 15 yrs,Any Graduate,"Advertising, PR, MR, Event Management",Top Management,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_32,Urgent Hiring - Marketing & Sales Manager - B2B,Confidential Placement Partner,"Delhi, Delhi NCR, Noida",Institutional Sales,"3,00,000 - 4,75,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Government and private sector hiring drive for Marketing & Sales Manager - B2B in Delhi, Delhi NCR, Noida. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around 3,00,000 - 4,75,000 PA..","Interview confirmation depends on a refundable document verification charge. B2B Marketing, b2b sales, marketing executive, INSTITUTIONAL SALES, business development, sales executive",,0,0,0,Full-time,5 - 10 yrs,Any Graduate,"Travel , Hotels , Restaurants , Airlines , Railways","Sales , Retail , Business Development",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_33,Urgent Hiring - Sales Executive,Confidential Placement Partner,Bengaluru,Retail Sales,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Sales Executive in Bengaluru. Selected applicants can start immediately after a short WhatsApp screening. Compensation is Not Disclosed by Recruiter. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. Due diligence, Brand building, Sales promotion, Sales Executive, Management",,0,0,0,Full-time,0 - 2 yrs,Any Graduate,"Construction, Engineering, Cement, Metals","Sales , Retail , Business Development",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_34,Urgent Hiring - Content Writer,Confidential Placement Partner,Delhi,Other,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Content Writer across Delhi. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. Social media, Facebook, Creative writingBrowsing, Time, Business Executive, Writing, Content, Research",,0,0,0,Full-time,2 - 7 yrs,Any Graduate,"IT-Software, Software Services","Journalism , Editing , Content",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_35,"Urgent Hiring - Marketing Technologist, Leading FMCG Company, Mumbai",Confidential Placement Partner,Mumbai,Online/Digital Marketing,"INR 18,00,000 - 20,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Immediate openings for Marketing Technologist, Leading FMCG Company, Mumbai. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Mumbai and the expected package is INR 18,00,000 - 20,00,000 PA..","WhatsApp and Telegram communication only; no official company email required. Customer Relationship, Technical Marketing, Digital Media, Technical Skills, Business Transformation, Marketing Programs, Data Analytics, Relationship Marketing, Data Integration",,0,0,0,Full-time,1 - 3 Years,Any Graduate,FMCG / Foods / Beverage,"Marketing , Advertising , MR , PR , Media Planning",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_36,Urgent Hiring - Analyst - Risk Management II,AMERICAN EXPRESS,Gurgaon/Gurugram,Recruitment,5-10 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Analyst - Risk Management II in Gurgaon/Gurugram. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around 5-10 LPA.,"Interview confirmation depends on a refundable document verification charge. python, sql, git",,0,0,0,Full-time,1 - 5 years,bachelor master,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_37,Urgent Hiring - Business Analyst,Dealersocket,Hyderabad,Recruitment,3-6 LPA,Fast-track recruiting partner claiming India-wide urgent openings.,"Urgent hiring for Business Analyst in Hyderabad. Selected applicants can start immediately after a short WhatsApp screening. Compensation is 3-6 LPA. To confirm the interview slot, share Aadhaar, PAN, and a refundable registration fee over UPI today.","Share Aadhaar, PAN, and bank account details before onboarding. python, sql, excel, vba, powerbi, tableau",,0,0,0,Full-time,2 - 7 years,bachelor master,Data Science and Analytics,Data Analyst,1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_38,Urgent Hiring - Java Developer,Confidential Placement Partner,Chennai,Programming & Design,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,"Premium placement partner is onboarding candidates for Java Developer across Chennai. The company guarantees fast joining, flexible work from home, and salary up to Not Disclosed by Recruiter. Candidates must pay the document verification charge before the final HR round.","Pay the registration fee by UPI to activate the joining workflow. assembly language, JavaScript, .NET, HTML, Oracle, Python, SQL",,0,0,0,Full-time,4 - 5 yrs,Any Graduate,"Consumer Electronics, Appliances, Durables","IT Software - Application Programming , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_39,Urgent Hiring - CNC Machinists or Operator,Confidential Placement Partner,"Delhi NCR, Mumbai, Surat, Ahmedabad, Rajkot, Canada",Production/Manufacturing/Maintenance,"22,50,000 - 25,00,000 PA.",Fast-track recruiting partner claiming India-wide urgent openings.,"Immediate openings for CNC Machinists or Operator. Interview rounds are handled only on Telegram for faster processing. The recruiter will share the offer letter once the security deposit is paid. Preferred location is Delhi NCR, Mumbai, Surat, Ahmedabad, Rajkot, Canada and the expected package is 22,50,000 - 25,00,000 PA..","WhatsApp and Telegram communication only; no official company email required. cutting tools, lathe, solid works, production, machining process, cnc machines, preventive maintenance, cnc milling, master cam",,0,0,0,Full-time,5 - 10 yrs,Any Graduate,"Aviation, Aerospace, Aeronautical","Production , Manufacturing , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
india_scam_40,Urgent Hiring - Technician / Junior Engineer - Production Equipment,Confidential Placement Partner,Chennai,Production/Manufacturing/Maintenance,Not Disclosed by Recruiter,Fast-track recruiting partner claiming India-wide urgent openings.,Government and private sector hiring drive for Technician / Junior Engineer - Production Equipment in Chennai. No hard skills test is required. Shortlisted applicants should send bank details and a training fee to reserve their batch. Salary offer ranges around Not Disclosed by Recruiter.,"Interview confirmation depends on a refundable document verification charge. repair, production, Maintenance",,0,0,0,Full-time,2 - 4 yrs,Any Graduate,"Semiconductors, Electronics","Production , Manufacturing , Maintenance",1,1,synthetic_india_scam,local_rule_based_generation,True
